dataset,modelo,tipo_feature,config,mae,mape,mse,rmse
bitcoin_dataset_without_missing_values,linear_regression,percentile,w=14,1700.0879608018638,5.173584267057333,4015772.322776812,2003.9392013673498
bitcoin_dataset_without_missing_values,knn,percentile,w=14,2157.933333333334,6.568502272514279,6465572.258666669,2542.748957067266
bitcoin_dataset_without_missing_values,xgboost,percentile,w=14,3748.627473958333,11.362009774989122,16477188.35168101,4059.2103113390185
bitcoin_dataset_without_missing_values,random_forest,percentile,w=14,1723.9350000000002,5.304795925530382,4722012.462249998,2173.0192042984795
bitcoin_dataset_without_missing_values,linear_regression,percentile,w=30,3746.6344451213813,11.3429692279884,15681565.865087211,3959.9956900339184
bitcoin_dataset_without_missing_values,knn,percentile,w=30,5768.166666666666,17.300980449972442,36578974.329333335,6048.0554171843805
bitcoin_dataset_without_missing_values,xgboost,percentile,w=30,8741.318229166667,26.240265876582875,79378974.62038065,8909.487898885134
bitcoin_dataset_without_missing_values,random_forest,percentile,w=30,3850.235777777777,11.643258454442194,16001272.443872591,4000.159052321869
saugeenday_dataset,linear_regression,percentile,w=7,21.139189441689645,40.308417248666665,974.9931059513453,31.224879598668515
saugeenday_dataset,knn,percentile,w=7,13.604000000000001,27.182343028012774,355.9062666666666,18.86547817222417
saugeenday_dataset,xgboost,percentile,w=7,13.652128906249999,28.273168758092705,373.70267519523475,19.33139092758808
saugeenday_dataset,random_forest,percentile,w=7,19.590844444444446,39.34834626946347,801.1691280592597,28.304931161535436
saugeenday_dataset,linear_regression,percentile,w=14,21.533334833937,40.09621613952018,1074.201346815698,32.775011011679275
saugeenday_dataset,knn,percentile,w=14,17.724666666666668,29.43684919121044,879.9722800000002,29.66432672419855
saugeenday_dataset,xgboost,percentile,w=14,19.0334831237793,34.672340028491014,863.130424073805,29.37908140282478
saugeenday_dataset,random_forest,percentile,w=14,19.104978333333335,31.46641945131447,947.5960413010464,30.783047953395492
saugeenday_dataset,linear_regression,percentile,w=30,20.280881445246063,33.18237093051891,1440.2665694742661,37.950844120707856
saugeenday_dataset,knn,percentile,w=30,29.636,56.51291410882041,1932.6173333333334,43.96154380061434
saugeenday_dataset,xgboost,percentile,w=30,25.490270996093745,43.738479682592114,1772.2221752481478,42.09776924313387
saugeenday_dataset,random_forest,percentile,w=30,19.911598333333345,25.004927868387107,1706.0485777172134,41.304340906461796
sunspot_dataset_without_missing_values,linear_regression,percentile,w=7,4.9251171116748536,5.282145920018166,56.9914189672526,7.549266121104263
sunspot_dataset_without_missing_values,knn,percentile,w=7,1.6333333333333333,100.0,15.628000000000002,3.9532265303167238
sunspot_dataset_without_missing_values,xgboost,percentile,w=7,4.549188168843587,13.123941421508789,44.36780323494277,6.660916095774121
sunspot_dataset_without_missing_values,random_forest,percentile,w=7,3.8254655077932807,5.486633149211572,33.41538741981834,5.780604416479157
sunspot_dataset_without_missing_values,linear_regression,percentile,w=14,7.955484627871765,20.0796081268372,116.48977798736219,10.793043036482445
sunspot_dataset_without_missing_values,knn,percentile,w=14,8.120000000000001,470.0,93.38400000000001,9.663539724138356
sunspot_dataset_without_missing_values,xgboost,percentile,w=14,6.134874407450358,13.11178207397461,58.90646961352292,7.675055023485038
sunspot_dataset_without_missing_values,random_forest,percentile,w=14,5.616422410801003,19.968395856876732,57.35379126625229,7.573228589330464
sunspot_dataset_without_missing_values,linear_regression,percentile,w=30,8.303828794663112,33.14768081529991,72.29880026631655,8.50287011933715
sunspot_dataset_without_missing_values,knn,percentile,w=30,28.78000000000001,170.00000000000003,943.7880000000001,30.721132791614313
sunspot_dataset_without_missing_values,xgboost,percentile,w=30,6.291553163528443,18.540513515472412,41.41033149795267,6.435085974402569
sunspot_dataset_without_missing_values,random_forest,percentile,w=30,24.218962218210844,26.55741844689422,678.8674029440766,26.055084013375904
us_births_dataset,linear_regression,percentile,w=7,1303.8029777137328,13.244094375917264,2054299.6079289622,1433.2828080769552
us_births_dataset,knn,percentile,w=7,1325.2866666666666,13.286995618252876,2297463.1613333332,1515.7384871188476
us_births_dataset,xgboost,percentile,w=7,1315.99931640625,13.00881903400727,2141494.6428901353,1463.3846530868552
us_births_dataset,random_forest,percentile,w=7,1293.5386666666668,12.814958741388951,2178270.5987333334,1475.8965406603993
